level_3rd,skill_type,tags
机械设计,设备类型,包装设备|_|发动机|_|工装设备|_|机加工设备|_|机器人|_|机床设备|_|检测设备|_|流体设备|_|电机设备|_|电气设备|_|精密设备|_|自动化设备|_|通讯设备|_|非标自动化设备|_|非标设备
机械设计,部件类型,五金件|_|传动件|_|冲压件|_|压铸件|_|塑胶件|_|标准件|_|气动件|_|注塑件|_|液压件|_|紧固件|_|结构件|_|连接器|_|钣金件|_|阀门|_|非标件
机械设计-机械制造,机械加工工艺,冲压工艺|_|吸塑工艺|_|吹塑工艺|_|气保焊|_|氩弧焊|_|注塑工艺|_|消失模铸造工艺|_|液压工艺|_|熔模铸造工艺|_|电焊|_|装配工艺|_|钣金工艺
机械设计-机械制造,计算机辅助工程软件,ANSA|_|Abaqus|_|Adams|_|Cosmos|_|Hypermesh|_|Hyperworks|_|LS-DYNA|_|Nastran
机械设计-机械制造,设计软件,AutoCAD|_|CAD|_|SolidWorks|_|UG
机械设计-机械制造,语言方向,英语
机械设计师,机械加工工艺,冲压工艺|_|吹塑工艺|_|气保焊|_|氩弧焊|_|注塑工艺|_|消失模铸造工艺|_|液压工艺|_|熔模铸造工艺|_|电焊|_|装配工艺|_|钣金工艺
机械设计师,汽车研发方向,充电桩设计|_|动力系统设计|_|车辆电池工程
机械设计师,计算机辅助工程软件,ANSA|_|Abaqus|_|Adams|_|LS-DYNA|_|Nastran
机械设计师,设计软件,AutoCAD|_|CAD|_|SolidWorks|_|UG
机械设计师,语言方向,英语
机电工程师,机械加工工艺,气保焊|_|气保焊|_|氩弧焊|_|氩弧焊|_|消失模铸造工艺|_|消失模铸造工艺|_|液压工艺|_|液压工艺|_|熔模铸造工艺|_|熔模铸造工艺|_|电焊|_|电焊
机电工程师,计算机辅助工程软件,ANSA|_|ANSA|_|Abaqus|_|Abaqus|_|Adams|_|Adams|_|Ansoft|_|Ansoft|_|Nastran|_|Nastran
机电工程师,设计软件,AutoCAD|_|AutoCAD|_|CAD|_|CAD|_|SolidWorks|_|SolidWorks
机电工程师,语言方向,英语|_|英语
机电建造师,地产业态,产业地产|_|产业地产|_|住宅地产|_|住宅地产|_|办公地产|_|办公地产|_|商业地产|_|商业地产|_|工业地产|_|工业地产|_|文旅地产|_|文旅地产|_|旧改项目|_|旧改项目|_|海外地产|_|海外地产|_|综合体|_|综合体|_|酒店公寓|_|酒店公寓
机电建造师,建筑机电方向,临电系统|_|临电系统|_|弱电系统|_|弱电系统|_|强电系统|_|强电系统|_|机电安装|_|机电安装|_|照明系统|_|照明系统
机电建造师,建筑类型,公共建筑|_|公共建筑|_|农业建筑|_|农业建筑|_|历史建筑|_|历史建筑|_|智能建筑|_|智能建筑|_|绿色建筑|_|绿色建筑|_|装配式建筑|_|装配式建筑|_|高层建筑|_|高层建筑
机电建造师,设计软件,AFES|_|AFES|_|CAD|_|CAD
机电技师,机电方向,机电安装调试|_|机电布线|_|机电故障检测|_|机电维修保养
机电技师,机电领域,仪器仪表|_|安防行业|_|建筑业|_|房地产|_|暖通行业|_|机器人行业|_|水电行业|_|汽车行业|_|环保行业|_|电力行业|_|电梯行业|_|电气机械制造|_|石油/石化|_|矿产/采掘|_|航空航天|_|船舶|_|轨道交通|_|食品/饮料
机电技师,证书/职称,一级电工|_|三级电工|_|二级电工|_|五级电工|_|四级电工|_|特种作业操作证 （电工）
材料员,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
材料员,建筑类型,公共建筑|_|农业建筑|_|历史建筑|_|智能建筑|_|绿色建筑|_|装配式建筑|_|高层建筑
材料员,建筑软件,ArchiCAD|_|DIALux|_|Navisworks|_|PKPM|_|Revit|_|Tekla|_|品茗|_|天正|_|广联达|_|斯维尔|_|神机妙算|_|鲁班
材料员,设计软件,AFES|_|CAD
材料员,资格证书,一级建造师|_|一级注册建筑师|_|一级注册消防工程师|_|一级注册结构工程师|_|一级造价工程师|_|二级建造师|_|二级注册建筑师|_|二级注册消防工程师|_|二级注册结构工程师|_|二级造价工程师|_|安全员资格证|_|建（构）筑物消防员|_|施工员证|_|注册城乡规划师|_|注册监理工程师|_|资料员职业资格证
材料工程师,机械加工工艺,冲压工艺|_|吸塑工艺|_|气保焊|_|氩弧焊|_|注塑工艺|_|消失模铸造工艺|_|液压工艺|_|熔模铸造工艺|_|电焊|_|装配工艺|_|钣金工艺|_|锻造成形工艺
材料工程师,材料类型,复合材料|_|无机非金属材料|_|金属材料|_|高分子材料
材料工程师,设计软件,AutoCAD|_|CAD|_|SolidWorks
材料工程师,语言方向,英语
林业技术人员,林业工作方向,林业保护|_|林业信息化|_|林业工程监理|_|林业报批报建|_|林业监测|_|林业种植|_|林业经济管理|_|林业育苗育种|_|林业规划设计|_|林业评价|_|林业调研|_|林业资源评估|_|林业采购|_|林权管理|_|林相改造|_|森林经营
林业技术人员,林地类型,储备林|_|公益林|_|征占用林地|_|特殊用途林|_|用材林|_|碳中和林|_|经济林|_|营造林|_|薪炭林|_|防护林|_|防风固沙林
林业技术人员,证书/职称,B类驾驶证|_|C1驾驶证|_|中级园林工程师职称|_|农业技术指导师证书|_|农艺师|_|初级园林工程师职称|_|林业工程师|_|高级园林工程师职称
架构师,前端框架,Angular|_|Bootstrap|_|JQuery|_|React|_|Vue
架构师,技术工作内容,数据库架构|_|数据架构|_|架构设计|_|系统架构
架构师,技术架构类型,云计算架构|_|前端架构|_|大数据架构|_|平台架构|_|网站架构
架构师,数据库类型,MySQL|_|Oracle
架构师,系统类型,Linux|_|Unix|_|Windows
架构师,计算机语言方向,C|_|C++|_|Java|_|PHP|_|Python
架线和管道工程技术,架线方向,架线安装|_|架线测量|_|架线维修|_|架线设计|_|架线质检
架线和管道工程技术,管道方向,管道安装|_|管道测量|_|管道维修|_|管道设计|_|管道质检
架线和管道工程技术,管道类型,制冷管道|_|压力管道|_|工业管道|_|暖通管道|_|有毒流体管道|_|氮气管道|_|油气管道|_|海洋管道|_|消防管道|_|热力管道|_|给排水管道|_|锅炉管道
柜员,资格证书,CCBP|_|CCBP|_|CPA|_|CPA|_|中级会计师|_|中级会计师|_|初级会计师|_|初级会计师
柜员,面向对象,TO B|_|TO B|_|TO C|_|TO C|_|TO G|_|TO G
标准化工程师,计算机语言方向,C++|_|C语言
标准化工程师,通信工作内容,信令分析|_|宽带装维|_|网络维护
标准化工程师,通信工作方向,4G|_|5G|_|传输线路设计|_|卫星移动通信|_|室分设计|_|无线通信|_|通信协议/软件开发
校区主任,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
校区主任,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
校对录入,校对录入职能,数据录入|_|文字校对录入|_|稿件校对|_|编目|_|语音校对录入|_|速录速记
校车司机,个人优势,无一次性扣12分违章|_|无一次性扣6分及以上违章
校车司机,具备驾龄,10年及以上|_|2-3年|_|4-5年|_|6-7年|_|8-9年|_|实习期
校车司机,证书/职称,A1驾驶证|_|B1驾驶证
校长-副校长,授课方式,一对一授课|_|线上授课|_|线下授课|_|集体授课
校长-副校长,教育阶段,初中教育|_|大学教育|_|学前教育|_|小学教育|_|成人教育|_|高中教育
样衣工,打样/制版方向,服装打样制版|_|染色打样|_|皮革打样|_|纺织品打样|_|鞋子打样
核保理赔,保险工作方向,人伤调查|_|保险核保|_|核价核损|_|核赔理算|_|车险查勘定损
核保理赔,资格证书,保险公估从业人员资格证书
核心网工程师,计算机语言方向,C++|_|C语言|_|Java|_|Python|_|Shell
核心网工程师,资格证书,CCIE证书|_|CCNA证书|_|CCNP证书|_|HCIE证书|_|HCNA证书|_|HCNP证书|_|RHCE证书
核心网工程师,通信工作内容,信令分析|_|基站勘测|_|宽带装维|_|故障处理|_|网络维护
核心网工程师,通信工作方向,4G|_|5G|_|天线设计|_|室分设计|_|移动通信
核磁共振医生,医生工作内容,B超检查|_|彩超检查|_|心电图检查|_|脑电图检查|_|超音波检查
核磁共振医生,医生护士职称,助理医师证|_|执业医师证
核销员,供应链采购职能,供应链管理|_|采购跟单
核销员,物流软件,TMS|_|WMS
核销员,语言方向,俄语|_|日语|_|法语|_|英语|_|西班牙语
核销员,货物运输方式,干线货运|_|空运
档案管理,——,
桥梁工程师,从业背景,房产开发公司|_|施工单位|_|设计院
桥梁工程师,工程类型,园林工程|_|土建工程|_|安装工程|_|照明工程|_|结构工程|_|给排水工程
桥梁工程师,证书/职称,一级注册结构工程师|_|中级道路与桥梁工程师职称|_|二级注册结构工程师|_|初级道路与桥梁工程师职称|_|高级道路与桥梁工程师职称
桥梁工程师,路桥工作方向,加固保养|_|新建扩建|_|检测监测
桥梁工程师,路桥类型,交通隧道|_|公路|_|地铁系统|_|城市轨道交通|_|城市道路|_|市政隧道|_|拱桥|_|斜拉桥|_|桥梁工程|_|涵洞工程|_|轻轨系统|_|道路工程|_|铁路工程|_|隧道工程
检测,医药工作方向,药品质检
检测,质检工作方向,DQC|_|FQC|_|IPQC|_|IQC|_|MQC|_|OQC|_|PQC|_|QC
检测,质量安全管理体系标准,GJB9001|_|GMP|_|HACCP |_|ISO22716|_|SSOP|_|汽车质量管理体系标准|_|环境管理体系标准|_|职业健康安全管理体系标准|_|质量管理体系标准|_|食品质量管理体系标准
检测,质量检测/试验方法,化学检测|_|寿命试验|_|微生物检测|_|物理检测|_|环境监测
检测,质量管理工具/方法,6σ|_|8D报告|_|APQP|_|CMK|_|CPK|_|FMEA|_|FRACAS|_|FTA|_|MSA|_|PPAP|_|PPK|_|QC七大手法|_|SPC|_|全面质量管理TQM|_|精益生产
检测,资格证书,质检员证书
检验科医师,医生工作内容,免疫检测|_|基因检测|_|尿液检测|_|核酸检测|_|细菌检测|_|肿瘤检测|_|血液检测
检验科医师,医生护士职称,助理医师证|_|执业医师证
楼面管理,场所类型,仓储店|_|公寓|_|大型超市|_|影院|_|购物中心|_|酒店|_|餐饮楼
楼面管理,管理方向,供应商管理|_|卫生管理|_|商品管控|_|商品陈列|_|商场管理|_|商户管理|_|安全管理|_|招商管理|_|活动管理|_|租金收缴
模具工,机械加工工艺,压塑工艺|_|吸塑工艺|_|吹塑工艺|_|挤塑工艺|_|注塑工艺|_|消失模铸造工艺|_|熔模铸造工艺|_|装配工艺|_|钣金工艺
模具工,资格证书,电工证
模具工程师,机械加工工艺,冲压工艺|_|压铸工艺|_|气保焊|_|氩弧焊|_|注塑工艺|_|电焊|_|装配工艺|_|钣金工艺
模具工程师,计算机辅助工程软件,ANSA|_|Anycasting|_|Moldex3D|_|Moldflow|_|Procast
模具工程师,设计软件,AutoCAD|_|CAD|_|ProE|_|SolidWorks|_|UG
模具工程师,语言方向,英语
模具设计,模具工艺,冲压工艺|_|冷挤压工艺|_|吹塑工艺|_|挤出工艺|_|注塑工艺|_|铸造工艺|_|锻造工艺
模具设计,模具软件,AutoCAD|_|AutoForm|_|CATIA|_|Magma|_|Matercam|_|Modflow|_|Moldex3D|_|Pro/E|_|SolidWorks|_|UG
模具设计,模具领域,3C领域|_|五金领域|_|包装领域|_|医疗领域|_|家电领域|_|汽车领域|_|精密模具领域|_|紧固件领域|_|航天航空领域
模拟版图工程师,工作方向,IP版图设计|_|RF芯片版图设计|_|Top版图设计|_|模拟版图设计|_|模数混合版图设计|_|版图布局规划|_|版图物理验证
模拟版图工程师,工艺类型,BCD工艺|_|BICMOS工艺|_|Bipolar工艺|_|CMOS工艺|_|DMOS工艺|_|FinFET工艺|_|LDMOS工艺|_|MEMS工艺|_|MOS工艺|_|NMOS工艺|_|PMOS工艺
模拟版图工程师,版图工具,Altium Designer|_|CAM350|_|Cadence Allegro|_|Cadence Dracula|_|Eagle|_|Kicad|_|MATLAB|_|Mentor|_|Mentor Calibre|_|Modelsim|_|ORCAD|_|PADS|_|Protel|_|Synopsys
模拟版图工程师,编程语言,Perl|_|Python|_|Shell|_|Skill|_|TCL|_|VHDL|_|Verilog HDL
模拟版图工程师,芯片类型,ADC|_|BGR|_|Bandgap|_|DAC|_|Driver|_|I/O|_|LCD|_|LDO|_|LVDS|_|OP-AMP|_|OPA|_|PHY|_|PLL|_|SerDes|_|TFT|_|存储器|_|放大器
模拟芯片设计,工具,Cadence Allegro|_|Cadence Dracula|_|HSPICE|_|Mentor Calibre
模拟芯片设计,工艺类型,BCD工艺|_|BICMOS工艺|_|CMOS工艺|_|DMOS工艺|_|RF-SOI工艺
模拟芯片设计,设计模块,I/O模块|_|PLL模块|_|放大器|_|比较器|_|滤波器|_|电源管理单元|_|驱动模块
橡胶工程师,橡胶工作方向,橡胶工艺|_|橡胶模具|_|橡胶配方
橱柜设计,室内设计方向,全屋定制设计|_|家具设计|_|硬装设计|_|销售型设计|_|餐柜设计
橱柜设计,设计职能,主案设计师|_|设计主管|_|设计师|_|设计师助理|_|设计总监|_|设计经理
橱柜设计,设计软件,CAD|_|InDesign|_|PhotoShop|_|SolidWorks|_|三维家|_|酷家乐
武术教练,授课方式,一对一授课|_|一对一授课|_|线上授课|_|线上授课|_|线下授课|_|线下授课|_|集体授课|_|集体授课
武术教练,教师类型,助教|_|助教|_|教练|_|教练|_|私教|_|私教
武术教练,教育阶段,学前教育|_|学前教育|_|小学教育|_|小学教育
武术教练,课程类别,拳击|_|拳击|_|自由搏击|_|自由搏击
武术教练,资格证书,教师资格证|_|教师资格证
母婴护理师,护工类型,养老院护工|_|养老院护工|_|医院护工|_|医院护工|_|家庭护工|_|家庭护工
母婴护理师,资格证书,健康证|_|健康证
民事律师,律师方向,专业纠纷律师|_|专职律师|_|兼职律师|_|办案律师|_|授薪律师|_|提成律师|_|涉外律师|_|诉讼律师|_|非诉律师
民事律师,法律方向,劳动法|_|合同法|_|国际法|_|婚姻继承法|_|建筑法|_|房地产法|_|海商法|_|经济法|_|行政法|_|金融法
民事律师,法律案件类型,债权债务
民事律师,法律职能,法律风控
民事律师,资格证书,律师执业证|_|律师资格证
民宿运营,运营方向,民宿开发|_|民宿管家|_|民宿销售
民宿运营,运营方式,线上运营|_|线下运营
民航工程设计,从业背景,房产开发公司|_|施工单位|_|设计院
民航工程设计,工作方向,机场规划|_|机场选址|_|民航勘察|_|民航施工|_|民航测量|_|民航设计
民航工程设计,工程类型,供油工程|_|助航工程|_|安装工程|_|市政工程|_|弱电工程|_|强电工程|_|暖通工程|_|机场场道工程|_|消防工程|_|照明工程|_|电气工程|_|空管工程|_|给排水工程|_|通信工程
民航工程设计,证书/职称,一级建造师（民航机场）|_|安全员A本|_|安全员B本|_|安全员C本
气动工程师,应用软件,AutoCAD|_|CFX|_|Concept NREC|_|Fluent|_|Gambit|_|MATLAB|_|NUMECA|_|SolidWorks|_|UG
气动工程师,应用领域,制药/医疗|_|机器人|_|电子/半导体|_|电气机械制造|_|航空航天|_|轨道交通|_|风电领域
气动工程师,气动方向,气动仿真|_|气动噪声|_|气动振动|_|气动维保|_|气动设计
气动工程师,证书/职称,注册动力工程师资格证|_|特种设备作业人员（压力容器）
氩弧焊工,机械加工工艺,钣金工艺
氩弧焊工,汽车服务职能,汽车维修
氩弧焊工,资格证书,焊工证|_|电工证
水处理工程师,工作方向,工程设计|_|工艺设计|_|设备安装
水处理工程师,水处理工艺,厌氧缺氧好氧工艺|_|反渗透工艺|_|曝气生物滤池|_|生物膜反应器|_|离子交换工艺|_|膜法水处理工艺
水处理工程师,水处理方式,净水|_|化水|_|垃圾渗滤液|_|废水|_|污水|_|海水|_|锅炉水
水工,工作方向,水暖工|_|水电工
水工,证书,水工职业资格证书|_|水暖工职业资格证书|_|电工职业资格证书
水电安装工程师,工程类型,公路工程|_|市政工程|_|弱电工程|_|强电工程|_|房建工程|_|暖通工程|_|机电工程|_|桥梁工程|_|消防工程|_|电气工程|_|给排水工程|_|路桥工程|_|隧道工程
水电安装工程师,建筑类型,住宅建筑|_|体育建筑|_|医疗建筑|_|商业建筑|_|工业建筑|_|教育建筑|_|物流仓库
水电安装工程师,水电工作方向,水电布线|_|水电施工|_|水电概预算|_|水电监理|_|水电设计|_|水电质检
水电安装工程师,证书/职称,一级建造师（机电工程）|_|二级建造师（机电工程）|_|注册公用设备工程师（动力）|_|注册公用设备工程师（暖通）|_|注册公用设备工程师（给水排水）|_|注册电气工程师（供配电）
水电维修,地产业态,产业地产|_|住宅地产|_|办公地产|_|商业地产|_|工业地产|_|文旅地产|_|旧改项目|_|海外地产|_|综合体|_|酒店公寓
水电维修,资格证书,电工证
水空陆运操作,物流软件,TMS|_|WMS
水空陆运操作,语言方向,俄语|_|法语|_|英语|_|西班牙语
水空陆运操作,货物运输方式,公路运输|_|冷链运输|_|同城货运|_|干线货运|_|海运|_|铁路运输
水空陆运操作,贸易货代职能,空运操作
汉语老师,授课方式,线上教育|_|线下教育
汉语老师,教师类型,助教|_|外教|_|家教|_|授课老师|_|教学管理|_|教研
汉语老师,教授人群,初中生|_|大学生|_|学龄前儿童|_|小学生|_|高中生
汉语老师,证书/职称,国际汉语教师资格中级证|_|国际汉语教师资格初级证|_|国际汉语教师资格高级证
汽车保养,工作方向,汽车保养|_|汽车维修|_|汽车美容
汽车保养,经验级别,中工|_|大工|_|小工
汽车保养,维保方向,发动机|_|底盘系统|_|机电系统|_|汽车油品|_|汽车灯具|_|汽车空调|_|汽车轮胎
汽车保养,证书/职称,一级电工|_|三级电工|_|二级电工|_|五级电工|_|四级电工
汽车冲压工程师,机械加工工艺,冲压工艺|_|液压工艺|_|装配工艺|_|钣金工艺
汽车冲压工程师,汽车服务职能,汽车改装
汽车冲压工程师,计算机辅助工程软件,Autoform|_|CFX|_|Fluent|_|Moldex3D|_|Moldflow
汽车冲压工程师,设计软件,AutoCAD|_|CAD|_|SolidWorks|_|UG
汽车冲压工程师,语言方向,英语
汽车动力系统工程师,产品类型,冷却系统|_|变速器|_|混合动力系统|_|燃油发动机|_|电动机
汽车动力系统工程师,工作方向,仿真设计|_|台架测试|_|总成设计|_|控制策略设计|_|气密测试|_|热管理设计|_|结构设计
汽车售后服务,从业背景,4S店售后|_|厂家售后
汽车售后服务,工作方向,事故外拓|_|咨询接待|_|备件管理|_|客诉处理|_|销售开拓
汽车售后服务,服务类型,充电服务|_|汽车保养|_|汽车投保|_|汽车理赔|_|汽车维修|_|汽车美容
汽车喷漆,从业背景,汽车4S店|_|汽车修理厂|_|汽车生产厂
汽车喷漆,经验级别,中工|_|大工|_|小工
汽车定损理赔,汽车服务职能,二手车评估|_|汽车保险理赔|_|汽车检测|_|车辆定损
汽车工程项目管理,项目方向,汽车安全项目|_|汽车工艺项目|_|汽车成本项目|_|汽车研发项目|_|汽车质量项目
汽车工程项目管理,项目类型,4S店项目|_|新能源汽车项目|_|无人驾驶项目|_|智能座舱项目|_|智能汽车项目|_|智能网联汽车|_|汽车保险项目|_|汽车充电桩|_|汽车发动机项目|_|汽车底盘项目|_|汽车改装项目|_|汽车整车项目|_|汽车电子电器|_|汽车电池项目|_|汽车租赁项目|_|汽车精品项目|_|汽车维修项目|_|汽车贷款项目|_|汽车车身项目|_|汽车金融项目|_|汽配项目
汽车改装,改装方向,内饰改装|_|外饰改装|_|轮毂改装
汽车改装,汽车类型,乘用车|_|卡车|_|商用车|_|客车|_|工程车辆|_|新能源车|_|无人车|_|特种车|_|货车|_|越野车
汽车改装工程师,汽车服务职能,汽车改装|_|汽车改装
汽车改装工程师,设计软件,CAD|_|CAD|_|ProE|_|ProE
汽车服务顾问,汽车服务职能,二手车评估|_|二手车评估|_|抛光打蜡|_|抛光打蜡|_|汽车保险理赔|_|汽车保险理赔|_|汽车喷漆|_|汽车喷漆|_|汽车改装|_|汽车改装|_|汽车救援|_|汽车救援|_|汽车检测|_|汽车检测|_|汽车维修|_|汽车维修|_|汽车美容|_|汽车美容|_|汽车贴膜|_|汽车贴膜|_|试乘/试驾|_|试乘/试驾|_|车辆上牌过户|_|车辆上牌过户|_|车辆查勘定损|_|车辆查勘定损|_|车辆运营管理|_|车辆运营管理|_|配件仓库管理|_|配件仓库管理|_|镀晶镀膜|_|镀晶镀膜
汽车服务顾问,销售行业属性,汽车销售|_|汽车销售
汽车机械工程师,工作方向,ADAS测试|_|CAE仿真|_|NVH仿真|_|三高测试|_|主断面设计|_|减重设计|_|可靠性试验|_|台架测试|_|尺寸匹配|_|尾气排放测试|_|性能测试|_|总布置设计|_|振动/噪声测试|_|数模设计|_|整车性能开发|_|整车测试|_|整车设计|_|汽车工艺设计|_|汽车改装|_|汽车标定|_|汽车检测|_|汽车热管理|_|汽车结构设计|_|汽车维保|_|汽车设计|_|汽车试制|_|汽车质量管理|_|汽车软件开发|_|汽车零部件设计|_|碰撞测试|_|耐久性试验|_|路试验证|_|车型设计|_|车联网设计|_|车辆测试|_|风洞试验
汽车机械工程师,汽车产品类型,传动系统|_|制动系统|_|前翼板|_|底盘系统|_|悬架系统|_|汽车内外饰|_|汽车冷却系统|_|汽车发动机|_|汽车变速器|_|汽车开闭件|_|汽车电子控制系统|_|汽车空调|_|电驱动系统|_|白车身|_|行李箱盖|_|车架|_|车桥|_|车身及附件|_|车身附件|_|车门|_|车门附件|_|转向系统|_|防撞梁
汽车机械工程师,车辆类型,MPV|_|SUV|_|乘用车|_|升降车|_|卡车|_|危险品运输车|_|压路车|_|叉车|_|吊车|_|商用车|_|客车|_|房车|_|抑尘车|_|拖车|_|挖掘机|_|推土机|_|搅拌车|_|改装车|_|救护车|_|新能源车|_|消防车|_|清扫车|_|牵引车|_|特种车|_|皮卡|_|货车|_|越野车|_|轿车|_|铲车
汽车涂装工程师,岗位类型,喷涂技术员|_|喷漆工|_|工艺工程师
汽车涂装工程师,工作模块,SE分析|_|检测|_|涂装工艺|_|设备管理|_|设备运维
汽车焊接工程师,工作方向,仿真设计|_|工艺设计|_|技术支持|_|焊接作业|_|质量管理
汽车焊接工程师,工艺类型,压力焊工艺|_|激光焊工艺|_|焊条焊工艺|_|电子束焊工艺|_|电渣焊工艺|_|电焊工艺|_|钎焊工艺|_|铝热焊工艺
汽车电子工程师,汽车研发方向,人机交互HMI|_|人机交互HMI|_|信息娱乐系统开发|_|信息娱乐系统开发|_|充电桩设计|_|充电桩设计|_|动力系统设计|_|动力系统设计|_|数字模型|_|数字模型|_|线束设计|_|线束设计|_|车辆电池工程|_|车辆电池工程
汽车电子工程师,硬件工作方向,PCB设计|_|PCB设计|_|电路设计|_|电路设计
汽车电子工程师,计算机辅助工程软件,Adams|_|Adams|_|Ansoft|_|Ansoft|_|CFX|_|CFX|_|Cosmos|_|Cosmos|_|Fluent|_|Fluent|_|Nastran|_|Nastran
汽车电子工程师,设计软件,AutoCAD|_|AutoCAD|_|CAD|_|CAD|_|ProE|_|ProE|_|SolidWorks|_|SolidWorks
汽车电子工程师,语言方向,日语|_|日语|_|英语|_|英语
汽车电子工程师,质量安全管理体系标准,汽车质量管理体系标准|_|汽车质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准
汽车电工,工作方向,整车布线|_|汽车检测与维修|_|电动车调试
汽车电工,电气方向,ECU|_|HCU|_|MCU|_|PCU|_|TCU|_|VCU|_|仪表与报警系统|_|信号系统|_|充电系统|_|娱乐系统|_|摄像头|_|汽车导航|_|点火系统|_|照明系统|_|电子控制系统|_|空调系统|_|起动系统|_|辅助电器系统|_|雷达|_|驾驶辅助系统
汽车电工,证书/职称,中级汽车维修工|_|初级汽车维修工|_|汽车维修技师|_|汽车维修高级技师|_|特种作业操作证 （电工）|_|高级汽车维修工
汽车结构工程师,工作方向,CAE仿真|_|NVH仿真|_|主断面设计|_|尺寸匹配|_|总布置设计|_|数模设计|_|整车性能开发|_|整车设计|_|汽车工艺设计|_|汽车标定|_|汽车结构设计|_|汽车设计|_|汽车质量管理|_|汽车零部件设计|_|车辆测试
汽车结构工程师,汽车产品,传动系统|_|制动系统|_|底盘系统|_|悬架系统|_|汽车内外饰|_|汽车发动机|_|汽车空调|_|电驱动系统|_|车架|_|车灯|_|车身及附件|_|转向系统
汽车结构工程师,车辆类型,MPV|_|SUV|_|乘用车|_|净水车|_|升降车|_|卡车|_|危险品运输车|_|叉车|_|吊车|_|商用车|_|客车|_|房车|_|抑尘车|_|拖车|_|挖掘机|_|推土机|_|搅拌车|_|改装车|_|救护车|_|新能源车|_|消防车|_|清扫车|_|牵引车|_|特种车|_|皮卡|_|货车|_|越野车|_|轿车|_|铲车
汽车维修,汽车服务职能,抛光打蜡|_|抛光打蜡|_|汽车喷漆|_|汽车喷漆|_|汽车改装|_|汽车改装|_|汽车救援|_|汽车救援|_|汽车检测|_|汽车检测|_|汽车美容|_|汽车美容|_|车辆查勘定损|_|车辆查勘定损|_|轮胎工|_|轮胎工
汽车维修,资格证书,焊工证|_|焊工证|_|电工证|_|电工证
汽车美容,汽车服务职能,抛光打蜡|_|抛光打蜡|_|汽车喷漆|_|汽车喷漆|_|汽车改装|_|汽车改装|_|汽车贴膜|_|汽车贴膜|_|镀晶镀膜|_|镀晶镀膜
汽车装潢,工作方向,内饰装潢|_|外饰装潢|_|汽车保养|_|汽车美容|_|精品装饰
汽车装配工艺工程师,工艺类型,冲压工艺|_|总装工艺|_|抛光工艺|_|注塑工艺|_|涂装工艺|_|焊接工艺|_|焊装工艺|_|钣金工艺|_|铸造工艺|_|锻造工艺
汽车装配工艺工程师,汽车零部件,传动轴&万向节|_|制动系统|_|动力电池|_|发动机|_|底盘系统|_|悬架系统|_|排气系统|_|柴油喷射装置|_|汽油喷射系统|_|汽车内饰|_|汽车变速器|_|汽车外饰|_|汽车离合器|_|汽车风窗|_|点火系统|_|车桥|_|车灯|_|车身及附件|_|车轮|_|车载产品|_|转向系统|_|驱动桥
汽车装配工艺工程师,车辆类型,MPV|_|SUV|_|乘用车|_|净水车|_|升降车|_|卡车|_|危险品运输车|_|压缩车|_|压路车|_|叉车|_|右舵车|_|吊车|_|商用车|_|客车|_|房车|_|抑尘车|_|拖车|_|搅拌车|_|改装车|_|救护车|_|新能源车|_|校车|_|消防车|_|清扫车|_|牵引车|_|特种车|_|皮卡|_|装卸车|_|货车|_|越野车|_|轿车|_|铲车
汽车设计,汽车研发方向,人机交互HMI|_|人机交互HMI|_|信息娱乐系统开发|_|信息娱乐系统开发|_|充电桩设计|_|充电桩设计|_|内外饰设计|_|内外饰设计|_|动力系统设计|_|动力系统设计|_|底盘设计|_|底盘设计|_|数字模型|_|数字模型|_|油泥模型|_|油泥模型|_|线束设计|_|线束设计|_|车身造型设计|_|车身造型设计|_|车辆电池工程|_|车辆电池工程
汽车设计,计算机辅助工程软件,ANSA|_|ANSA|_|Abaqus|_|Abaqus|_|Adams|_|Adams|_|Ansoft|_|Ansoft|_|Autoform|_|Autoform|_|CFX|_|CFX|_|Fluent|_|Fluent|_|Hypermesh|_|Hypermesh|_|Hyperworks|_|Hyperworks|_|LS-DYNA|_|LS-DYNA|_|Moldflow|_|Moldflow|_|Nastran|_|Nastran
汽车设计,设计软件,AutoCAD|_|AutoCAD|_|CAD|_|CAD|_|CATIA|_|CATIA|_|ProE|_|ProE|_|SolidWorks|_|SolidWorks|_|UG|_|UG
汽车设计,语言方向,日语|_|日语|_|英语|_|英语
汽车设计,质量安全管理体系标准,汽车质量管理体系标准|_|汽车质量管理体系标准|_|质量管理体系标准|_|质量管理体系标准
汽车质量工程师,质检工作方向,DQC|_|DQC|_|DQC|_|FQC|_|FQC|_|FQC|_|IPQC|_|IPQC|_|IPQC|_|IQC|_|IQC|_|IQC|_|OQC|_|OQC|_|OQC|_|PQC|_|PQC|_|PQC
